NAME,total population,total race,white,black,american indian or alaska native,asian,native hawaiian or pacific islander,other,two or more races,two races including other race,two races excluding other race or three or more races,total tenure,owner occupied,renter occupied,total educ attain,none,nursery,kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,12th grade no diploma,Regular high school diploma,GED or alternative credential,Some college <1 year,Some college 1+ years no degree,Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,state,county,tract,block group,GEOID
"Block Group 3, Census Tract 62, Multnomah County, Oregon",1141,1141,1073,39,0,0,0,0,29,0,29,452,322,130,796,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,40,11,78,96,87,279,130,8,60,41,051,006200,3,410510062003
"Block Group 1, Census Tract 9502, Hood River County, Oregon",1556,1556,1415,0,37,41,0,63,0,0,0,628,401,227,1060,36,0,0,0,0,0,28,0,0,0,0,0,0,15,13,202,34,15,151,36,266,205,38,21,41,027,950200,1,410279502001
"Block Group 1, Census Tract 12, Deschutes County, Oregon",1467,1467,1447,0,0,6,0,0,14,0,14,528,457,71,1138,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,363,85,144,167,131,169,47,0,11,41,017,001200,1,410170012001
"Block Group 4, Census Tract 17, Deschutes County, Oregon",2162,2162,1998,69,0,17,0,67,11,0,11,743,623,120,1414,0,0,0,0,0,0,0,0,14,0,0,0,0,27,50,453,0,111,235,107,315,79,23,0,41,017,001700,4,410170017004
"Block Group 4, Census Tract 1, Benton County, Oregon",3534,3534,2962,59,0,204,0,29,280,0,280,1304,836,468,2335,52,0,0,0,0,0,15,0,0,0,0,0,0,0,85,233,53,73,346,248,630,354,15,231,41,003,000100,4,410030001004
"Block Group 4, Census Tract 9.03, Lane County, Oregon",1614,1614,1382,0,39,23,16,0,154,78,76,540,525,15,1292,0,0,0,0,0,0,0,0,82,0,0,10,0,19,43,292,30,85,485,113,59,70,4,0,41,039,000903,4,410390009034
"Block Group 1, Census Tract 308.01, Washington County, Oregon",1903,1903,1754,0,0,20,0,0,129,0,129,895,611,284,1486,0,0,0,0,0,0,0,0,49,0,0,0,0,16,16,184,42,86,201,135,520,182,16,39,41,067,030801,1,410670308011
"Block Group 1, Census Tract 3, Lane County, Oregon",1218,1218,1208,0,0,0,0,0,10,0,10,481,354,127,853,0,0,0,0,0,0,0,0,0,0,10,0,9,59,0,192,13,133,69,72,175,50,71,0,41,039,000300,1,410390003001
"Block Group 1, Census Tract 30, Lane County, Oregon",1008,1008,983,0,0,25,0,0,0,0,0,403,298,105,661,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,68,0,9,192,10,203,95,17,23,41,039,003000,1,410390030001
"Block Group 3, Census Tract 18.01, Multnomah County, Oregon",1918,1918,1569,68,0,181,0,17,83,31,52,852,255,597,1594,10,3,0,0,31,0,0,4,0,0,5,8,3,3,53,285,47,73,236,121,528,139,6,39,41,051,001801,3,410510018013
"Block Group 2, Census Tract 329.02, Washington County, Oregon",2702,2702,2047,0,0,10,0,582,63,0,63,844,768,76,1760,41,0,0,0,44,24,47,0,23,0,16,0,72,89,35,321,84,242,218,232,128,115,15,14,41,067,032902,2,410670329022
"Block Group 2, Census Tract 6.01, Multnomah County, Oregon",1182,1182,794,18,45,217,17,34,57,0,57,389,228,161,791,46,0,0,0,0,0,0,27,31,0,0,0,16,26,10,152,53,44,155,61,148,22,0,0,41,051,000601,2,410510006012
"Block Group 1, Census Tract 5.04, Coos County, Oregon",798,798,670,0,0,0,0,65,63,39,24,374,167,207,545,0,0,0,0,0,0,0,0,0,3,3,16,40,5,61,46,68,41,166,36,54,6,0,0,41,011,000504,1,410110005041
"Block Group 1, Census Tract 227.10, Clackamas County, Oregon",2822,2822,2447,25,0,112,5,32,201,0,201,1202,387,815,1950,0,0,0,0,0,0,0,0,6,0,0,0,10,25,31,306,46,101,464,127,463,254,72,45,41,005,022710,1,410050227101
"Block Group 1, Census Tract 318.15, Washington County, Oregon",3087,3087,2534,44,0,410,0,0,99,0,99,998,890,108,2001,0,0,0,0,0,0,0,0,0,0,0,15,0,0,32,343,0,97,256,125,746,322,55,10,41,067,031815,1,410670318151
"Block Group 4, Census Tract 13.02, Jackson County, Oregon",2754,2754,2405,75,65,22,0,0,187,0,187,831,539,292,1554,0,0,0,51,50,0,0,0,0,0,0,296,70,66,57,312,52,177,340,68,15,0,0,0,41,029,001302,4,410290013024
"Block Group 2, Census Tract 13.02, Jackson County, Oregon",2706,2706,2349,80,0,55,0,17,205,0,205,912,903,9,1916,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,180,42,158,298,249,566,167,203,31,41,029,001302,2,410290013022
"Block Group 1, Census Tract 22, Jackson County, Oregon",938,938,895,0,0,21,0,0,22,0,22,449,361,88,848,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,104,0,0,63,37,304,193,57,47,41,029,002200,1,410290022001
"Block Group 2, Census Tract 30.01, Jackson County, Oregon",1046,1046,1011,0,0,11,0,0,24,24,0,490,444,46,872,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,207,59,121,180,67,127,22,13,36,41,029,003001,2,410290030012
"Block Group 3, Census Tract 30.01, Jackson County, Oregon",1010,1010,999,0,0,0,0,0,11,0,11,463,378,85,830,0,0,0,0,0,0,0,0,0,0,0,22,0,31,75,211,18,104,166,51,79,65,0,8,41,029,003001,3,410290030013
"Block Group 2, Census Tract 6.01, Jackson County, Oregon",1386,1386,1331,18,0,8,0,16,13,0,13,564,534,30,1025,0,0,0,0,0,0,0,0,0,15,3,0,3,0,0,98,14,46,251,83,313,167,32,0,41,029,000601,2,410290006012
"Block Group 1, Census Tract 240, Clackamas County, Oregon",1920,1920,1920,0,0,0,0,0,0,0,0,698,667,31,1442,0,0,0,0,0,0,0,0,0,0,0,0,15,73,41,362,70,116,318,80,264,84,19,0,41,005,024000,1,410050240001
"Block Group 1, Census Tract 218.02, Clackamas County, Oregon",1983,1983,1866,0,0,25,0,5,87,19,68,953,353,600,1437,9,0,0,0,15,0,0,0,0,56,0,0,42,13,10,261,73,205,230,164,251,105,3,0,41,005,021802,1,410050218021
"Block Group 3, Census Tract 9513, Umatilla County, Oregon",990,990,880,7,0,15,3,45,40,0,40,376,199,177,658,0,0,0,0,0,5,0,5,0,0,0,0,9,55,0,212,12,67,106,83,74,30,0,0,41,059,951300,3,410599513003
"Block Group 3, Census Tract 9501, Umatilla County, Oregon",906,906,666,0,3,0,30,0,207,0,207,303,242,61,560,0,0,0,0,0,0,0,0,0,0,17,9,0,5,14,135,29,51,102,86,60,52,0,0,41,059,950100,3,410599501003
"Block Group 4, Census Tract 9501, Umatilla County, Oregon",1127,1127,1017,0,30,13,6,15,46,6,40,387,285,102,692,0,0,0,0,0,0,0,0,23,0,20,6,15,18,20,192,35,61,127,101,42,24,0,8,41,059,950100,4,410599501004
"Block Group 1, Census Tract 9511, Umatilla County, Oregon",722,722,722,0,0,0,0,0,0,0,0,237,198,39,444,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,102,26,11,111,46,88,27,20,0,41,059,951100,1,410599511001
"Block Group 2, Census Tract 9511, Umatilla County, Oregon",1948,1948,1634,16,0,0,9,213,76,52,24,714,480,234,1271,13,0,0,0,0,14,9,48,106,0,67,77,37,101,34,225,18,28,251,94,115,34,0,0,41,059,951100,2,410599511002
"Block Group 4, Census Tract 9512, Umatilla County, Oregon",719,719,717,0,0,0,0,0,2,0,2,284,184,100,554,0,0,0,0,0,0,0,0,20,0,0,47,52,3,0,49,38,76,100,70,61,38,0,0,41,059,951200,4,410599512004
"Block Group 1, Census Tract 9512, Umatilla County, Oregon",3479,3479,3200,0,12,0,57,87,123,0,123,1003,655,348,1874,124,0,0,0,44,30,11,0,25,0,29,51,14,134,14,137,28,218,319,249,283,114,0,50,41,059,951200,1,410599512001
"Block Group 3, Census Tract 9518, Lincoln County, Oregon",1155,1155,920,0,172,0,0,0,63,0,63,452,359,93,836,11,0,0,0,0,0,0,0,0,0,15,0,18,13,22,232,82,108,205,66,39,25,0,0,41,041,951800,3,410419518003
"Block Group 3, Census Tract 107.02, Marion County, Oregon",2810,2810,2580,0,11,58,0,63,98,10,88,1094,738,356,2050,6,0,0,0,0,9,0,0,15,0,0,4,41,32,39,518,69,166,348,217,468,96,13,9,41,047,010702,3,410470107023
"Block Group 3, Census Tract 108.01, Marion County, Oregon",1438,1438,1335,17,13,0,0,0,73,0,73,524,430,94,1181,0,0,0,0,0,0,0,0,0,0,0,13,0,36,51,407,54,87,185,31,206,92,19,0,41,047,010801,3,410470108013
"Block Group 4, Census Tract 216.01, Clackamas County, Oregon",980,980,831,19,0,20,0,0,110,2,108,335,234,101,650,121,0,0,0,0,0,0,0,2,0,0,0,24,0,0,109,20,73,169,59,40,33,0,0,41,005,021601,4,410050216014
"Block Group 3, Census Tract 236, Clackamas County, Oregon",1222,1222,896,0,0,242,0,15,69,0,69,455,372,83,852,15,0,0,0,0,0,0,0,0,0,0,0,18,28,32,203,6,28,243,29,139,87,24,0,41,005,023600,3,410050236003
"Block Group 2, Census Tract 236, Clackamas County, Oregon",1303,1303,1256,0,0,0,0,0,47,0,47,501,425,76,983,0,0,0,0,0,0,0,0,0,0,9,0,24,0,9,215,38,134,256,110,127,23,0,38,41,005,023600,2,410050236002
"Block Group 1, Census Tract 243.02, Clackamas County, Oregon",1539,1539,1526,0,0,0,0,13,0,0,0,573,500,73,1140,0,0,0,0,0,34,0,0,19,0,0,0,0,0,39,202,48,32,183,245,222,85,31,0,41,005,024302,1,410050243021
"Block Group 2, Census Tract 212, Clackamas County, Oregon",766,766,661,0,13,13,17,0,62,0,62,277,148,129,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,123,15,66,116,87,51,69,13,11,41,005,021200,2,410050212002
"Block Group 3, Census Tract 224, Clackamas County, Oregon",682,682,504,16,9,0,0,49,104,0,104,255,176,79,509,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,51,72,75,136,43,8,26,41,005,022400,3,410050224003
"Block Group 1, Census Tract 9717, Klamath County, Oregon",1229,1229,1194,0,35,0,0,0,0,0,0,493,157,336,794,0,0,0,0,0,0,0,0,0,0,0,35,81,0,0,194,71,26,205,79,86,17,0,0,41,035,971700,1,410359717001
"Block Group 4, Census Tract 9717, Klamath County, Oregon",534,534,510,1,19,0,0,4,0,0,0,230,86,144,385,13,0,0,0,0,0,0,0,0,0,48,29,8,21,10,137,28,28,54,0,9,0,0,0,41,035,971700,4,410359717004
"Block Group 2, Census Tract 9710, Klamath County, Oregon",1752,1752,1687,0,15,0,0,12,38,0,38,650,594,56,1232,4,0,0,0,0,0,0,0,0,3,58,0,23,0,0,233,29,156,266,123,205,109,15,8,41,035,971000,2,410359710002
"Block Group 1, Census Tract 9601, Wallowa County, Oregon",1928,1928,1899,2,5,8,0,0,14,0,14,918,670,248,1542,15,0,0,0,0,0,0,0,0,6,18,16,1,37,8,341,49,118,376,132,238,135,50,2,41,063,960100,1,410639601001
"Block Group 1, Census Tract 327, Washington County, Oregon",1158,1158,1070,8,20,52,0,6,2,0,2,465,405,60,802,0,0,0,0,0,0,6,0,2,0,0,17,0,0,0,166,23,55,101,25,211,141,38,17,41,067,032700,1,410670327001
"Block Group 1, Census Tract 318.04, Washington County, Oregon",2479,2479,1867,82,32,365,0,0,133,0,133,819,622,197,1591,0,0,0,0,0,167,0,0,0,0,0,0,0,12,0,106,1,88,230,149,492,231,40,75,41,067,031804,1,410670318041
"Block Group 2, Census Tract 61, Multnomah County, Oregon",1284,1284,1140,0,5,47,0,26,66,0,66,519,325,194,969,9,0,0,0,0,0,0,0,0,4,0,0,34,0,0,156,27,0,136,30,278,191,48,56,41,051,006100,2,410510061002
"Block Group 2, Census Tract 62, Multnomah County, Oregon",980,980,762,88,26,29,0,7,68,0,68,352,312,40,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,39,37,67,272,160,66,5,41,051,006200,2,410510062002
"Block Group 2, Census Tract 66.01, Multnomah County, Oregon",941,941,931,0,0,10,0,0,0,0,0,426,410,16,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,27,93,29,359,102,123,14,41,051,006601,2,410510066012
"Block Group 1, Census Tract 104.05, Multnomah County, Oregon",1978,1978,1596,21,0,107,0,0,254,0,254,697,509,188,1436,46,0,0,0,0,0,22,0,0,0,35,0,15,0,64,168,71,87,264,252,284,107,21,0,41,051,010405,1,410510104051
"Block Group 1, Census Tract 9601, Gilliam County, Oregon",908,908,769,0,68,7,13,12,39,0,39,354,203,151,623,2,0,0,0,0,0,0,0,3,0,16,11,16,5,2,194,36,77,89,53,111,8,0,0,41,021,960100,1,410219601001
"Block Group 2, Census Tract 9501, Hood River County, Oregon",1158,1158,982,0,27,22,0,44,83,0,83,316,209,107,760,28,0,0,0,7,17,0,0,23,0,40,5,5,10,5,154,43,52,127,29,131,71,9,4,41,027,950100,2,410279501002
"Block Group 4, Census Tract 9501, Hood River County, Oregon",1115,1115,1084,9,13,0,0,9,0,0,0,316,235,81,642,0,0,0,0,12,23,0,0,58,0,0,0,8,0,0,175,12,45,80,44,121,54,0,10,41,027,950100,4,410279501004
"Block Group 4, Census Tract 9502, Hood River County, Oregon",1850,1850,1582,50,0,55,0,89,74,0,74,813,620,193,1341,0,0,0,0,0,0,0,0,46,0,0,0,0,18,0,159,0,46,344,134,356,155,23,60,41,027,950200,4,410279502004
"Block Group 2, Census Tract 9502, Hood River County, Oregon",1091,1091,760,0,0,56,0,263,12,0,12,393,287,106,745,72,0,0,0,0,0,0,0,88,3,0,74,3,0,6,188,0,39,104,0,88,49,13,18,41,027,950200,2,410279502002
"Block Group 6, Census Tract 9503, Hood River County, Oregon",1424,1424,1364,0,0,0,0,0,60,0,60,659,325,334,964,11,0,0,0,0,0,0,0,0,0,0,0,66,0,1,265,28,42,166,84,122,166,0,13,41,027,950300,6,410279503006
"Block Group 4, Census Tract 9503, Hood River County, Oregon",661,661,650,0,0,11,0,0,0,0,0,338,241,97,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,44,19,11,153,172,58,18,41,027,950300,4,410279503004
"Block Group 4, Census Tract 9504, Hood River County, Oregon",386,386,304,0,12,10,0,0,60,0,60,130,104,26,269,0,0,0,0,0,21,21,4,0,7,0,13,0,0,0,67,22,15,23,17,53,0,6,0,41,027,950400,4,410279504004
"Block Group 2, Census Tract 10.01, Benton County, Oregon",1507,1507,1156,203,1,54,0,35,58,0,58,668,26,642,756,8,0,0,0,0,0,1,0,0,0,4,0,22,1,11,98,31,7,225,30,221,63,0,34,41,003,001001,2,410030010012
"Block Group 2, Census Tract 205.01, Clackamas County, Oregon",3452,3452,3131,0,0,229,0,0,92,0,92,1310,800,510,2087,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,142,223,195,840,389,104,18,41,005,020501,2,410050205012
"Block Group 3, Census Tract 205.04, Clackamas County, Oregon",2792,2792,2601,0,0,53,0,50,88,0,88,1139,879,260,2065,15,0,0,0,0,0,0,0,0,0,14,0,0,25,10,192,11,110,359,64,743,346,104,72,41,005,020504,3,410050205043
"Block Group 3, Census Tract 212, Clackamas County, Oregon",1536,1536,1417,9,0,31,9,53,17,0,17,734,325,409,1061,0,0,0,0,0,0,2,0,0,0,0,0,23,49,28,197,118,71,232,62,157,108,6,8,41,005,021200,3,410050212003
"Block Group 3, Census Tract 12, Deschutes County, Oregon",2129,2129,2044,0,0,20,0,0,65,0,65,933,876,57,1619,16,0,0,0,0,0,0,0,0,0,0,0,14,0,22,184,60,117,226,201,459,189,75,56,41,017,001200,3,410170012003
"Block Group 2, Census Tract 98.04, Multnomah County, Oregon",1149,1149,841,147,0,16,0,77,68,6,62,407,284,123,826,16,0,0,0,0,0,0,0,0,0,0,24,8,12,11,218,71,83,142,45,168,19,9,0,41,051,009804,2,410510098042
"Block Group 2, Census Tract 95.02, Multnomah County, Oregon",890,890,744,50,0,68,0,0,28,0,28,364,278,86,720,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,65,33,57,143,22,133,124,75,24,41,051,009502,2,410510095022
"Block Group 1, Census Tract 104.07, Multnomah County, Oregon",2750,2750,2488,26,3,84,0,0,149,10,139,862,752,110,1898,14,12,0,0,0,0,0,0,0,0,18,0,0,6,52,466,32,239,365,225,331,122,16,0,41,051,010407,1,410510104071
"Block Group 1, Census Tract 20, Multnomah County, Oregon",1113,1113,910,0,17,73,0,0,113,13,100,698,43,655,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51,15,100,57,466,173,65,0,41,051,002000,1,410510020001
"Block Group 1, Census Tract 317.03, Washington County, Oregon",1783,1783,1176,153,0,314,0,101,39,0,39,566,418,148,1217,40,0,0,0,0,0,0,0,39,1,8,0,20,15,21,296,38,64,300,142,190,13,0,30,41,067,031703,1,410670317031
"Block Group 1, Census Tract 320.01, Washington County, Oregon",3482,3482,3155,0,40,109,0,42,136,50,86,1389,613,776,2488,15,0,0,0,0,10,0,0,0,0,0,13,0,12,51,439,77,210,710,230,504,195,0,22,41,067,032001,1,410670320011
"Block Group 5, Census Tract 20, Multnomah County, Oregon",1364,1364,1147,53,0,47,0,30,87,0,87,738,213,525,1096,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,26,0,47,223,77,398,180,99,19,41,051,002000,5,410510020005
"Block Group 2, Census Tract 31, Multnomah County, Oregon",1419,1419,1154,38,22,174,0,0,31,0,31,538,335,203,1169,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,22,10,68,143,74,554,143,64,74,41,051,003100,2,410510031002
"Block Group 2, Census Tract 46.02, Multnomah County, Oregon",1009,1009,978,6,0,6,0,0,19,0,19,404,398,6,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,54,7,334,201,87,52,41,051,004602,2,410510046022
"Block Group 2, Census Tract 69, Multnomah County, Oregon",1232,1232,1143,0,0,40,0,0,49,0,49,498,484,14,925,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,30,2,0,118,21,357,169,169,46,41,051,006900,2,410510069002
"Block Group 1, Census Tract 30, Multnomah County, Oregon",1298,1298,1123,24,151,0,0,0,0,0,0,486,397,89,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,22,41,127,19,366,133,61,36,41,051,003000,1,410510030001
"Block Group 1, Census Tract 83.01, Multnomah County, Oregon",1519,1519,714,29,0,685,0,24,67,0,67,727,241,486,1214,145,0,0,22,28,0,0,0,61,0,7,24,32,0,83,291,12,66,111,74,237,0,21,0,41,051,008301,1,410510083011
"Block Group 1, Census Tract 335, Washington County, Oregon",960,960,857,11,0,11,0,0,81,0,81,326,293,33,747,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,363,33,37,158,16,118,8,8,0,41,067,033500,1,410670335001
"Block Group 1, Census Tract 304.01, Washington County, Oregon",696,696,599,0,0,26,15,0,56,0,56,450,0,450,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,25,55,188,12,189,36,0,0,41,067,030401,1,410670304011
"Block Group 3, Census Tract 305.02, Washington County, Oregon",1168,1168,1094,0,0,13,0,0,61,0,61,506,250,256,839,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,122,27,36,126,71,270,142,37,0,41,067,030502,3,410670305023
"Block Group 4, Census Tract 305.01, Washington County, Oregon",1104,1104,979,0,0,29,0,0,96,0,96,381,316,65,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,19,53,92,60,376,92,62,10,41,067,030501,4,410670305014
"Block Group 1, Census Tract 307, Washington County, Oregon",557,557,431,19,0,36,0,16,55,0,55,320,62,258,429,12,0,0,0,0,0,0,0,5,0,0,2,16,0,11,67,6,46,76,47,122,14,0,5,41,067,030700,1,410670307001
"Block Group 3, Census Tract 315.04, Washington County, Oregon",1549,1549,1225,13,0,78,0,0,233,146,87,602,32,570,909,0,0,0,0,0,0,0,0,0,0,0,49,0,0,15,259,15,50,212,97,151,44,0,17,41,067,031504,3,410670315043
"Block Group 1, Census Tract 316.12, Washington County, Oregon",4106,4106,2966,250,35,649,8,15,183,0,183,1519,720,799,2840,50,0,0,0,0,0,0,1,0,0,20,36,15,0,7,465,50,174,318,276,963,334,56,75,41,067,031612,1,410670316121
"Block Group 1, Census Tract 316.09, Washington County, Oregon",2677,2677,1661,286,22,600,0,88,20,0,20,1203,730,473,2162,6,43,0,0,0,0,0,0,0,0,0,19,0,0,15,310,1,163,249,252,707,161,30,206,41,067,031609,1,410670316091
"Block Group 1, Census Tract 317.05, Washington County, Oregon",1436,1436,860,0,25,104,0,400,47,0,47,502,223,279,878,37,0,0,0,0,0,0,0,48,0,30,24,33,15,9,166,78,45,143,90,131,29,0,0,41,067,031705,1,410670317051
"Block Group 2, Census Tract 10.02, Lane County, Oregon",916,916,798,58,0,0,0,8,52,13,39,548,211,337,764,0,0,0,0,0,0,0,0,0,0,24,0,0,105,29,122,19,47,120,60,136,69,25,8,41,039,001002,2,410390010022
"Block Group 1, Census Tract 18.04, Lane County, Oregon",887,887,873,0,0,0,0,14,0,0,0,341,262,79,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,153,31,56,152,58,153,22,19,0,41,039,001804,1,410390018041
"Block Group 3, Census Tract 19.02, Lane County, Oregon",2512,2512,2098,0,86,94,0,54,180,104,76,902,532,370,1529,0,0,0,0,0,0,0,0,0,0,0,27,11,29,0,305,148,282,440,92,96,78,0,21,41,039,001902,3,410390019023
"Block Group 4, Census Tract 19.02, Lane County, Oregon",803,803,729,0,46,0,12,0,16,0,16,341,168,173,533,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,204,34,29,79,87,40,0,0,25,41,039,001902,4,410390019024
"Block Group 2, Census Tract 4.04, Lane County, Oregon",1078,1078,1009,0,0,0,0,49,20,20,0,384,278,106,729,0,0,0,0,0,0,0,10,9,0,0,8,24,21,8,177,24,105,108,52,105,31,34,13,41,039,000404,2,410390004042
"Block Group 2, Census Tract 7.02, Lane County, Oregon",1149,1149,1059,0,16,14,16,0,44,0,44,536,464,72,946,5,0,0,0,0,0,0,0,0,0,7,7,15,15,23,116,28,100,191,109,183,113,24,10,41,039,000702,2,410390007022
"Block Group 4, Census Tract 9.02, Lane County, Oregon",1017,1017,968,0,0,0,0,40,9,9,0,436,320,116,835,1,0,0,0,0,0,0,0,0,0,0,8,27,10,0,152,31,83,236,33,198,48,0,8,41,039,000902,4,410390009024
"Block Group 2, Census Tract 9.02, Lane County, Oregon",1514,1514,1341,36,57,27,0,0,53,0,53,507,466,41,1024,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,205,19,112,295,149,192,0,0,34,41,039,000902,2,410390009022
"Block Group 2, Census Tract 9703, Malheur County, Oregon",741,741,657,14,0,26,0,21,23,0,23,321,212,109,484,3,0,0,0,0,0,0,0,0,0,3,17,2,0,23,77,54,47,20,97,122,19,0,0,41,045,970300,2,410459703002
"Block Group 3, Census Tract 9704, Malheur County, Oregon",811,811,784,0,0,0,0,27,0,0,0,258,112,146,431,0,0,0,0,12,0,0,17,0,0,31,7,62,35,9,114,42,16,81,5,0,0,0,0,41,045,970400,3,410459704003
"Block Group 2, Census Tract 9704, Malheur County, Oregon",1260,1260,1256,0,0,0,0,0,4,0,4,421,132,289,657,0,0,0,0,0,20,0,0,0,0,0,0,28,36,0,182,56,70,113,76,76,0,0,0,41,045,970400,2,410459704002
"Block Group 1, Census Tract 3610, Josephine County, Oregon",696,696,653,0,0,4,0,8,31,0,31,373,302,71,614,0,0,0,0,0,0,0,0,0,0,0,11,11,27,0,179,31,71,144,26,44,54,16,0,41,033,361000,1,410333610001
"Block Group 3, Census Tract 3616, Josephine County, Oregon",927,927,851,0,0,0,0,0,76,0,76,446,436,10,805,0,0,0,0,0,0,0,0,0,0,0,0,4,73,0,241,17,73,215,105,54,23,0,0,41,033,361600,3,410333616003
"Block Group 6, Census Tract 3616, Josephine County, Oregon",948,948,920,0,0,0,0,0,28,0,28,479,376,103,902,0,0,0,0,0,0,0,0,0,0,0,44,31,13,0,129,12,82,266,154,160,11,0,0,41,033,361600,6,410333616006
"Block Group 1, Census Tract 3608, Josephine County, Oregon",1794,1794,1753,0,41,0,0,0,0,0,0,675,401,274,1129,26,0,0,0,0,0,0,0,0,16,0,0,27,97,0,148,150,234,193,87,115,22,14,0,41,033,360800,1,410333608001
"Block Group 3, Census Tract 3605, Josephine County, Oregon",2172,2172,1836,5,16,9,0,80,226,0,226,1134,348,786,1428,0,0,0,0,0,0,0,0,0,0,0,13,57,56,14,254,84,116,355,203,141,40,58,37,41,033,360500,3,410333605003
"Block Group 2, Census Tract 9504, Lincoln County, Oregon",2038,2038,1637,0,42,145,0,45,169,0,169,895,385,510,1416,0,0,0,0,0,0,0,0,16,0,13,12,35,25,65,294,92,146,333,154,147,64,20,0,41,041,950400,2,410419504002
"Block Group 1, Census Tract 203.02, Polk County, Oregon",1204,1204,1164,0,0,0,0,29,11,0,11,399,357,42,972,3,0,0,0,0,0,0,19,0,0,38,0,0,17,53,89,32,77,109,106,230,158,28,13,41,053,020302,1,410530203021
"Block Group 5, Census Tract 203.02, Polk County, Oregon",4063,4063,3403,0,25,26,0,498,111,71,40,1237,786,451,2159,0,0,0,0,0,0,0,110,102,22,28,71,64,14,0,393,145,271,505,170,176,77,11,0,41,053,020302,5,410530203025
"Block Group 3, Census Tract 304, Yamhill County, Oregon",1433,1433,1249,5,2,31,3,60,83,14,69,476,391,85,933,22,0,0,0,0,0,0,0,0,6,0,14,12,6,26,171,55,124,216,109,125,43,2,2,41,071,030400,3,410710304003
"Block Group 4, Census Tract 304, Yamhill County, Oregon",1518,1518,1031,0,0,0,0,479,8,0,8,506,368,138,944,0,0,0,0,0,0,0,0,0,0,0,67,13,15,68,275,11,31,101,142,186,35,0,0,41,071,030400,4,410710304004
"Block Group 1, Census Tract 307.01, Yamhill County, Oregon",2570,2570,2382,22,0,0,84,26,56,0,56,1024,703,321,1731,0,0,0,0,0,0,0,46,0,0,0,0,43,20,17,348,109,158,141,171,405,209,39,25,41,071,030701,1,410710307011
"Block Group 2, Census Tract 305.02, Yamhill County, Oregon",1525,1525,1382,10,46,15,2,8,62,18,44,571,379,192,1025,17,0,0,0,0,3,0,0,0,0,0,7,4,42,4,262,73,116,251,160,58,28,0,0,41,071,030502,2,410710305022
"Block Group 4, Census Tract 305.02, Yamhill County, Oregon",1065,1065,1023,0,0,17,0,0,25,0,25,364,188,176,677,0,0,0,0,0,0,0,0,0,0,0,7,23,16,23,206,63,37,74,116,95,8,9,0,41,071,030502,4,410710305024
"Block Group 1, Census Tract 309, Yamhill County, Oregon",3060,3060,2670,7,29,11,0,212,131,36,95,828,696,132,1880,27,0,0,24,0,5,8,30,22,5,29,31,23,77,83,409,138,207,282,132,252,87,9,0,41,071,030900,1,410710309001
"Block Group 4, Census Tract 107.01, Marion County, Oregon",2750,2750,2369,150,0,17,0,0,214,0,214,972,440,532,1728,13,0,0,0,0,0,0,28,0,65,0,0,0,39,46,556,74,303,345,159,100,0,0,0,41,047,010701,4,410470107014
"Block Group 2, Census Tract 15.03, Marion County, Oregon",1862,1862,1203,26,74,0,0,204,355,121,234,706,170,536,980,14,0,0,0,0,0,0,0,53,0,0,36,20,31,6,194,143,80,171,112,109,11,0,0,41,047,001503,2,410470015032
"Block Group 4, Census Tract 16.01, Marion County, Oregon",1087,1087,982,84,0,0,0,0,21,0,21,386,311,75,726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,66,35,112,217,25,192,32,0,0,41,047,001601,4,410470016014
