,field_1,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency,geometry,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe
724,724,public,24 hours daily,,,2021-06-16,,ELEC,Public,171991,,,E,OSH OSH 3,888-758-4389,2021-06-16T00:24:33,,GPS,44.938603,-123.005869,Salem,,,OR,Bobolink Way,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL147629'], 'posts': ['196489', '196491']}",,POINT (7553347.22775075 473773.1110490016),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
730,730,public,24 hours daily,,,2021-06-16,,ELEC,Public,172422,,,E,HIGHLANDCHEVRON WOODBURN EV 3-4,888-758-4389,2021-06-16T00:24:33,,GPS,45.150898,-122.87834,Woodburn,,,OR,993 Lawson Ave,97071,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL123873'], 'posts': ['161269', '161271']}",,POINT (7588631.917269005 550138.1803027198),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
737,737,public,24 hours daily,,,2021-06-16,,ELEC,Public,173581,,,E,GRESHAM HONDA SHOP01,888-758-4389,2021-06-16T00:24:33,,GPS,45.519984,-122.406355,Troutdale,,,OR,24999 SE Stark St,97060,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL684771'], 'posts': ['913791']}",,POINT (7713525.027614443 681437.7030563718),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
738,738,public,24 hours daily,,,2021-06-16,,ELEC,Public,173614,,,E,SIMON WOODBURNOUTLET2,888-758-4389,2021-06-16T00:24:33,,GPS,45.158147,-122.876674,Woodburn,,,OR,1001 N Arney Rd,97071,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL729161'], 'posts': ['968081']}",,POINT (7589139.254621467 552767.2099138402),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
742,742,public,24 hours daily,,,2021-06-16,,ELEC,Public,174511,,,E,DAS OREGON AIRPORT RD 8,888-758-4389,2021-06-16T00:24:33,,GPS,44.925934,-123.00237,Salem,,,OR,350 Airport Rd SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL467661'], 'posts': ['633241', '633251']}",,POINT (7554109.771678632 469128.563762243),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
743,743,public,24 hours daily,,,2021-06-16,,ELEC,Public,174512,,,E,DAS OREGON AIRPORT RD 3,888-758-4389,2021-06-16T00:24:33,,GPS,44.925888,-123.00255,Salem,,,OR,350 Airport Rd SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL466761'], 'posts': ['631591', '631601']}",,POINT (7554062.656117389 469113.2455438497),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
744,744,public,24 hours daily,,,2021-06-16,,ELEC,Public,174513,,,E,DAS OREGON AIRPORT RD 2,888-758-4389,2021-06-16T00:24:33,,GPS,44.925896,-123.002754,Salem,,,OR,350 Airport Rd SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL466701'], 'posts': ['631491', '631501']}",,POINT (7554009.937406586 469117.7970537799),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
745,745,public,24 hours daily,,,2021-06-16,,ELEC,Public,174514,,,E,DAS OREGON AIRPORT RD 7,888-758-4389,2021-06-16T00:24:33,,GPS,44.925858,-123.00236,Salem,,,OR,350 Airport Rd SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL466671'], 'posts': ['631431', '631441']}",,POINT (7554111.502316159 469100.7898570839),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
746,746,public,24 hours daily,,,2021-06-16,,ELEC,Public,174515,,,E,DAS OREGON AIRPORT RD 4,888-758-4389,2021-06-16T00:24:33,,GPS,44.925926,-123.00286,Salem,,,OR,350 Airport Rd SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL466341'], 'posts': ['630861', '630871']}",,POINT (7553982.836185504 469129.5791057295),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
747,747,public,24 hours daily,,,2021-06-16,,ELEC,Public,174516,,,E,DAS OREGON AIRPORT RD 6,888-758-4389,2021-06-16T00:24:33,,GPS,44.92569,-123.00229,Salem,,,OR,350 Airport Rd SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL465531'], 'posts': ['629311', '629321']}",,POINT (7554127.726413114 469039.0107733498),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
748,748,public,24 hours daily,,,2021-06-16,,ELEC,Public,174517,,,E,DAS OREGON AIRPORT RD 9,888-758-4389,2021-06-16T00:24:33,,GPS,44.925972,-123.00271,Salem,,,OR,350 Airport Rd SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL458781'], 'posts': ['621341', '621351']}",,POINT (7554022.18575015 469145.1377928621),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
750,750,public,24 hours daily,,,2021-06-16,,ELEC,Public,174771,,,E,PGE BURGERVILLEL2#1,888-758-4389,2021-06-16T00:24:33,,GPS,45.496996,-122.567596,Portland,,,OR,3504 SE 92nd Ave,97266,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2023581'], 'posts': ['2401251']}",,POINT (7671995.188762178 674075.198750119),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
762,762,public,24 hours daily,,,2021-06-16,,ELEC,Public,175583,,,E,HILLSBORO OR ITF #1,888-758-4389,2021-06-16T00:24:33,,GPS,45.52033,-122.97782,Hillsboro,,,OR,299 SE 8th Ave,97123,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL3444181'], 'posts': ['9111491', '9111501']}",,POINT (7567110.260044102 685537.5279746131),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
769,769,public,24 hours daily,,,2021-06-16,,ELEC,Public,181536,,,E,HILLSBORO OR LINCOLN #2,888-758-4389,2021-06-16T00:24:33,,GPS,45.524727,-122.98826,Hillsboro,,,OR,257 NE 2nd Ave,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5419461'], 'posts': ['9020841', '9020851']}",,POINT (7564485.019733688 687222.1749001577),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
772,772,public,24 hours daily,,,2021-06-16,,ELEC,Public,182150,,,E,HILLSBORO OR HIDDEN CREEK 2,888-758-4389,2021-06-16T00:24:33,,GPS,45.524129,-122.931799,Hillsboro,,,OR,5100 NE Hidden Creek Drive,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5489181'], 'posts': ['9107361', '9107371']}",,POINT (7578942.125463977 686563.6929606403),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
774,774,public,24 hours daily,,,2021-06-16,,ELEC,Public,182397,,,E,TEKTRONIX EV1 B19 EV STATION,888-758-4389,2021-06-16T00:24:33,,GPS,45.500121,-122.818497,Beaverton,,,OR,13775-13883 SW Karl Braun Dr,97005,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL114625'], 'posts': ['2278591', '2278601']}",,POINT (7607716.853930945 676960.2544016619),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
775,775,public,24 hours daily,,,2021-06-16,,ELEC,Public,182467,,,E,MONTGOMERY PARK EAST,888-758-4389,2021-06-16T00:24:33,,GPS,45.538248,-122.707833,Portland,,,OR,2349 NW 27th Ave,97210,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL157975'], 'posts': ['211147', '211149']}",,POINT (7636459.903373145 690061.7084550053),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
776,776,public,24 hours daily,,,2021-06-16,,ELEC,Public,182471,,,E,MONTGOMERY PARK WEST,888-758-4389,2021-06-16T00:24:33,,GPS,45.538226,-122.707704,Portland,,,OR,2349 NW 27th Ave,97210,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL158527'], 'posts': ['212063', '212065']}",,POINT (7636492.725371729 690052.7869081093),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
777,777,public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2021-06-16,,ELEC,Public,182480,,,E,WILSONVILLE STATION 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.322427,-122.76555,Wilsonville,,,OR,27300 SW Parkway Ave,97070,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL159985'], 'posts': ['9166441', '9166451']}",,POINT (7619470.524566191 611813.9556906912),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
778,778,public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2021-06-16,,ELEC,Public,182492,,,E,LOPW STATION 2,888-758-4389,2021-06-16T00:24:33,,GPS,45.39856,-122.733779,Lake Oswego,,,OR,17607 Pilkington Rd,97035,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL174325'], 'posts': ['233911', '233913']}",,POINT (7628406.310247845 639333.3401800314),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
779,779,public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2021-06-16,,ELEC,Public,182525,,,E,LOPW STATION 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.398409,-122.733779,Lake Oswego,,,OR,17607 Pilkington Rd,97035,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL181141'], 'posts': ['243901', '243903']}",,POINT (7628404.788261426 639278.3072855518),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
780,780,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-16,,ELEC,Public,182854,,,E,KOHLS CLACKAMAS 2,888-758-4389,2021-06-16T00:24:33,,GPS,45.431873,-122.57348,Clackamas,,,OR,8500 SE Sunnyside Rd,97015,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL696641'], 'posts': ['12579561']}",,POINT (7669877.622531975 650377.7191469515),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
781,781,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-16,,ELEC,Public,182855,,,E,KOHLS CLACKAMAS 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.431944,-122.573458,Clackamas,,,OR,8500 SE Sunnyside Rd,97015,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL696661'], 'posts': ['927761']}",,POINT (7669883.932556786 650403.4521996453),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
782,782,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-16,,ELEC,Public,182865,,,E,KOHLS BEAVERTON 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.492129,-122.789997,Beaverton,,,OR,11015 SW Canyon Rd,97005,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL697281'], 'posts': ['928571']}",,POINT (7614938.721341709 673839.1150316349),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
783,783,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-16,,ELEC,Public,182867,,,E,KOHLS BEAVERTON 2,888-758-4389,2021-06-16T00:24:33,,GPS,45.492611,-122.789595,Beaverton,,,OR,11055 SW Canyon Rd,97005,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL697311'], 'posts': ['928601']}",,POINT (7615046.747304553 674011.8624930991),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
784,784,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-16,,ELEC,Public,182881,,,E,KOHLS HILLSBORO 3,888-758-4389,2021-06-16T00:24:33,,GPS,45.53592,-122.901371,Hillsboro,,,OR,7360 NE Butler St,97124,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL698651'], 'posts': ['930291']}",,POINT (7586864.868110002 690627.6613198806),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
785,785,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-16,,ELEC,Public,182883,,,E,KOHLS HILLSBORO 4,888-758-4389,2021-06-16T00:24:33,,GPS,45.535831,-122.901862,Hillsboro,,,OR,7350 NE Butler St,97124,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL698731'], 'posts': ['930381']}",,POINT (7586738.145647381 690598.9648821481),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
786,786,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-16,,ELEC,Public,182884,,,E,KOHLS HILLSBORO 2,888-758-4389,2021-06-16T00:24:33,,GPS,45.536169,-122.901447,Hillsboro,,,OR,7360 NE Butler St,97124,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL698741'], 'posts': ['930391']}",,POINT (7586848.100724942 690718.9876132981),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
787,787,public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,2021-06-16,,ELEC,Public,182885,,,E,KOHLS HILLSBORO 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.536115,-122.901442,Hillsboro,,,OR,7360 NE Butler St,97124,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL698751'], 'posts': ['930401']}",,POINT (7586848.796200095 690699.2693481175),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
788,788,public,24 hours daily,,,2021-06-16,,ELEC,Public,183036,,,E,ROSE RESIDENTIAL 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.50459,-122.579361,Portland,,,OR,8114 SE Division St,97206,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1778981'], 'posts': ['2083661']}",,POINT (7669050.71558773 676920.5097019033),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
789,789,public,24 hours daily,,,2021-06-16,,ELEC,Public,183037,,,E,ROSE APANO 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.50471,-122.579522,Portland,,,OR,8114 SE Division St,97206,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1779151'], 'posts': ['2083911']}",,POINT (7669010.57802898 676965.3101988363),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
790,790,public,24 hours daily,,,2021-06-16,,ELEC,Public,183044,,,E,ACKERLYSH STATION 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.36721,-122.85102,Sherwood,,,OR,16852 SW Edy Rd,97140,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1779721'], 'posts': ['2084571', '2084581']}",,POINT (7597971.446072634 628762.5165701852),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
791,791,public,24 hours daily,,,2021-06-16,,ELEC,Public,183058,,,E,ACKERLYSH STATION 2,888-758-4389,2021-06-16T00:24:33,,GPS,45.36717,-122.85105,Sherwood,,,OR,16852 SW Edy Rd,97140,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1793961'], 'posts': ['2103051', '2103061']}",,POINT (7597963.314986295 628748.1633622414),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
792,792,public,24 hours daily,,,2021-06-16,,ELEC,Public,183151,,,E,CENTURY PICEA,888-758-4389,2021-06-16T00:24:33,,GPS,45.564642,-122.90935,Hillsboro,,,OR,6220 NE Century Blvd,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1896051'], 'posts': ['2236421', '2236431']}",,POINT (7585133.501713425 701156.2095802083),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
793,793,public,24 hours daily,,,2021-06-16,,ELEC,Public,183152,,,E,CENTURY SEQUOIADENDRON,888-758-4389,2021-06-16T00:24:33,,GPS,45.564537,-122.909538,Hillsboro,,,OR,6220 NE Century Blvd,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1896061'], 'posts': ['2236441', '2236451']}",,POINT (7585084.232882032 701119.3780764973),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
794,794,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2021-06-16,,ELEC,Public,183445,,,E,TARGET CORP SALEM 1,888-758-4389,2021-06-16T00:24:33,,GPS,44.938938,-122.987899,Salem,,,OR,3760 Center St NE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5505251'], 'posts': ['9128171', '9128181']}",,POINT (7558001.823346131 473751.4005882339),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
795,795,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2021-06-16,,ELEC,Public,183446,,,E,TARGET CORP SALEM 2,888-758-4389,2021-06-16T00:24:33,,GPS,44.938941,-122.987901,Salem,,,OR,3760 Center St NE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5505261'], 'posts': ['9128191', '9128201']}",,POINT (7558001.339399571 473752.5097129305),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
798,798,public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,2021-06-16,,ELEC,Public,183449,,,E,TARGET CORP TANASBOURNE 2,888-758-4389,2021-06-16T00:24:33,,GPS,45.538763,-122.866192,Beaverton,,,OR,2711 NE Town Center Dr,97006,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5512271'], 'posts': ['9137151', '9137161']}",,POINT (7595905.539567027 691397.8688170039),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
